538942472
134735618
en-zh	distilbert	1420	NOT
en-zh	distilbert	7869	NOT
en-zh	distilbert	9767	NOT
en-zh	distilbert	4261	NOT
en-zh	distilbert	545	ERR
en-zh	distilbert	5051	NOT
en-zh	distilbert	9400	ERR
en-zh	distilbert	2491	NOT
en-zh	distilbert	4822	NOT
en-zh	distilbert	588	NOT
en-zh	distilbert	3525	NOT
en-zh	distilbert	5857	NOT
en-zh	distilbert	9069	NOT
en-zh	distilbert	7322	NOT
en-zh	distilbert	5009	NOT
en-zh	distilbert	697	NOT
en-zh	distilbert	7725	NOT
en-zh	distilbert	723	NOT
en-zh	distilbert	9744	NOT
en-zh	distilbert	7245	NOT
en-zh	distilbert	6338	NOT
en-zh	distilbert	3823	NOT
en-zh	distilbert	7807	NOT
en-zh	distilbert	4029	NOT
en-zh	distilbert	491	NOT
en-zh	distilbert	7361	NOT
en-zh	distilbert	4125	NOT
en-zh	distilbert	757	NOT
en-zh	distilbert	1964	NOT
en-zh	distilbert	6823	NOT
en-zh	distilbert	9392	NOT
en-zh	distilbert	715	NOT
en-zh	distilbert	788	NOT
en-zh	distilbert	5167	NOT
en-zh	distilbert	7653	NOT
en-zh	distilbert	1870	NOT
en-zh	distilbert	468	NOT
en-zh	distilbert	9580	NOT
en-zh	distilbert	9732	NOT
en-zh	distilbert	3702	NOT
en-zh	distilbert	1952	ERR
en-zh	distilbert	9473	NOT
en-zh	distilbert	6785	NOT
en-zh	distilbert	2844	NOT
en-zh	distilbert	3022	NOT
en-zh	distilbert	2392	NOT
en-zh	distilbert	3205	NOT
en-zh	distilbert	9311	NOT
en-zh	distilbert	1629	NOT
en-zh	distilbert	7858	ERR
en-zh	distilbert	7418	NOT
en-zh	distilbert	9618	NOT
en-zh	distilbert	7040	NOT
en-zh	distilbert	9511	NOT
en-zh	distilbert	2492	NOT
en-zh	distilbert	6661	NOT
en-zh	distilbert	3619	NOT
en-zh	distilbert	2648	NOT
en-zh	distilbert	9303	NOT
en-zh	distilbert	8334	NOT
en-zh	distilbert	4531	NOT
en-zh	distilbert	7199	NOT
en-zh	distilbert	566	NOT
en-zh	distilbert	947	NOT
en-zh	distilbert	352	NOT
en-zh	distilbert	30	ERR
en-zh	distilbert	8574	ERR
en-zh	distilbert	4495	NOT
en-zh	distilbert	5171	NOT
en-zh	distilbert	720	NOT
en-zh	distilbert	406	NOT
en-zh	distilbert	7552	NOT
en-zh	distilbert	7279	NOT
en-zh	distilbert	4192	NOT
en-zh	distilbert	1912	NOT
en-zh	distilbert	1772	NOT
en-zh	distilbert	5723	NOT
en-zh	distilbert	4177	NOT
en-zh	distilbert	1526	NOT
en-zh	distilbert	8349	NOT
en-zh	distilbert	9561	NOT
en-zh	distilbert	5249	NOT
en-zh	distilbert	1696	NOT
en-zh	distilbert	5148	NOT
en-zh	distilbert	3937	NOT
en-zh	distilbert	40	NOT
en-zh	distilbert	8419	NOT
en-zh	distilbert	882	NOT
en-zh	distilbert	496	NOT
en-zh	distilbert	1055	NOT
en-zh	distilbert	7763	ERR
en-zh	distilbert	8516	ERR
en-zh	distilbert	2914	NOT
en-zh	distilbert	5752	NOT
en-zh	distilbert	8940	NOT
en-zh	distilbert	9457	NOT
en-zh	distilbert	172	NOT
en-zh	distilbert	9989	NOT
en-zh	distilbert	4163	NOT
en-zh	distilbert	583	NOT
en-zh	distilbert	6525	NOT
en-zh	distilbert	2606	NOT
en-zh	distilbert	6231	ERR
en-zh	distilbert	6824	NOT
en-zh	distilbert	942	NOT
en-zh	distilbert	8964	NOT
en-zh	distilbert	3786	NOT
en-zh	distilbert	6858	NOT
en-zh	distilbert	4866	NOT
en-zh	distilbert	6088	NOT
en-zh	distilbert	7531	NOT
en-zh	distilbert	5052	NOT
en-zh	distilbert	6234	NOT
en-zh	distilbert	4691	NOT
en-zh	distilbert	6329	NOT
en-zh	distilbert	4106	NOT
en-zh	distilbert	8406	NOT
en-zh	distilbert	7510	NOT
en-zh	distilbert	1994	NOT
en-zh	distilbert	9877	NOT
en-zh	distilbert	3692	NOT
en-zh	distilbert	2970	NOT
en-zh	distilbert	9095	NOT
en-zh	distilbert	9128	NOT
en-zh	distilbert	7632	NOT
en-zh	distilbert	3290	NOT
en-zh	distilbert	4340	NOT
en-zh	distilbert	4642	NOT
en-zh	distilbert	3931	NOT
en-zh	distilbert	6371	NOT
en-zh	distilbert	6587	NOT
en-zh	distilbert	4533	NOT
en-zh	distilbert	9086	NOT
