538942472
134735618
en-de	distilbert	9026	NOT
en-de	distilbert	2672	NOT
en-de	distilbert	3255	ERR
en-de	distilbert	4462	NOT
en-de	distilbert	39	ERR
en-de	distilbert	9201	ERR
en-de	distilbert	3773	NOT
en-de	distilbert	7135	NOT
en-de	distilbert	4935	NOT
en-de	distilbert	4298	ERR
en-de	distilbert	2335	NOT
en-de	distilbert	5377	ERR
en-de	distilbert	7889	ERR
en-de	distilbert	9698	NOT
en-de	distilbert	105	NOT
en-de	distilbert	3118	NOT
en-de	distilbert	4253	NOT
en-de	distilbert	2728	NOT
en-de	distilbert	3398	NOT
en-de	distilbert	8999	NOT
en-de	distilbert	7445	ERR
en-de	distilbert	7296	NOT
en-de	distilbert	3373	ERR
en-de	distilbert	1913	NOT
en-de	distilbert	7695	NOT
en-de	distilbert	2694	NOT
en-de	distilbert	323	NOT
en-de	distilbert	5544	NOT
en-de	distilbert	6611	NOT
en-de	distilbert	3128	NOT
en-de	distilbert	9421	ERR
en-de	distilbert	4279	ERR
en-de	distilbert	5792	NOT
en-de	distilbert	2864	ERR
en-de	distilbert	5946	ERR
en-de	distilbert	8207	NOT
en-de	distilbert	1608	NOT
en-de	distilbert	8093	NOT
en-de	distilbert	6504	NOT
en-de	distilbert	2973	NOT
en-de	distilbert	4952	NOT
en-de	distilbert	174	NOT
en-de	distilbert	718	ERR
en-de	distilbert	1941	ERR
en-de	distilbert	1479	NOT
en-de	distilbert	8756	ERR
en-de	distilbert	4568	NOT
en-de	distilbert	2603	NOT
en-de	distilbert	1737	ERR
en-de	distilbert	490	NOT
en-de	distilbert	6409	ERR
en-de	distilbert	610	NOT
en-de	distilbert	7800	ERR
en-de	distilbert	9774	NOT
en-de	distilbert	3038	ERR
en-de	distilbert	6568	NOT
en-de	distilbert	8186	ERR
en-de	distilbert	5313	NOT
en-de	distilbert	8602	ERR
en-de	distilbert	5170	ERR
en-de	distilbert	4670	NOT
en-de	distilbert	759	NOT
en-de	distilbert	8065	ERR
en-de	distilbert	6658	NOT
en-de	distilbert	7291	NOT
en-de	distilbert	4259	NOT
en-de	distilbert	2355	NOT
en-de	distilbert	4330	ERR
en-de	distilbert	2927	NOT
en-de	distilbert	4403	NOT
en-de	distilbert	7025	NOT
en-de	distilbert	7378	NOT
en-de	distilbert	1851	ERR
en-de	distilbert	6511	ERR
en-de	distilbert	2500	NOT
en-de	distilbert	8907	NOT
en-de	distilbert	5354	NOT
en-de	distilbert	7566	ERR
en-de	distilbert	6647	NOT
en-de	distilbert	932	ERR
en-de	distilbert	2511	NOT
en-de	distilbert	8136	ERR
en-de	distilbert	8052	NOT
en-de	distilbert	1025	NOT
en-de	distilbert	8030	NOT
en-de	distilbert	3032	ERR
en-de	distilbert	9331	NOT
en-de	distilbert	2878	NOT
en-de	distilbert	6526	NOT
en-de	distilbert	7682	NOT
en-de	distilbert	443	ERR
en-de	distilbert	8359	NOT
en-de	distilbert	9506	NOT
en-de	distilbert	6155	NOT
en-de	distilbert	5667	NOT
en-de	distilbert	7139	ERR
en-de	distilbert	9425	NOT
en-de	distilbert	7022	NOT
en-de	distilbert	5075	NOT
en-de	distilbert	7260	NOT
en-de	distilbert	8432	NOT
en-de	distilbert	9808	ERR
en-de	distilbert	4318	ERR
en-de	distilbert	5612	NOT
en-de	distilbert	6228	NOT
en-de	distilbert	74	NOT
en-de	distilbert	7315	NOT
en-de	distilbert	1386	ERR
en-de	distilbert	5913	NOT
en-de	distilbert	691	ERR
en-de	distilbert	5214	NOT
en-de	distilbert	1410	ERR
en-de	distilbert	2820	ERR
en-de	distilbert	4375	ERR
en-de	distilbert	1533	NOT
en-de	distilbert	1469	ERR
en-de	distilbert	7548	ERR
en-de	distilbert	4833	ERR
en-de	distilbert	6996	NOT
en-de	distilbert	9867	ERR
en-de	distilbert	6391	NOT
en-de	distilbert	9422	NOT
en-de	distilbert	6137	NOT
en-de	distilbert	7232	NOT
en-de	distilbert	6846	ERR
en-de	distilbert	7092	ERR
en-de	distilbert	7385	NOT
en-de	distilbert	7760	NOT
en-de	distilbert	5839	ERR
en-de	distilbert	3819	ERR
en-de	distilbert	3569	NOT
en-de	distilbert	8144	ERR
en-de	distilbert	5786	NOT
en-de	distilbert	1273	ERR
en-de	distilbert	3940	NOT
en-de	distilbert	6698	NOT
en-de	distilbert	7286	NOT
en-de	distilbert	7849	NOT
en-de	distilbert	7383	NOT
en-de	distilbert	5554	ERR
en-de	distilbert	1262	NOT
en-de	distilbert	7954	NOT
en-de	distilbert	6327	NOT
en-de	distilbert	7076	NOT
en-de	distilbert	3884	NOT
en-de	distilbert	7417	NOT
en-de	distilbert	4742	NOT
en-de	distilbert	4243	NOT
en-de	distilbert	1951	ERR
en-de	distilbert	2545	ERR
en-de	distilbert	7	ERR
en-de	distilbert	6763	NOT
en-de	distilbert	6679	NOT
en-de	distilbert	6639	NOT
en-de	distilbert	9871	NOT
en-de	distilbert	5647	ERR
en-de	distilbert	5196	ERR
en-de	distilbert	906	ERR
en-de	distilbert	7579	ERR
en-de	distilbert	6816	NOT
en-de	distilbert	6956	NOT
en-de	distilbert	2277	NOT
en-de	distilbert	2486	ERR
en-de	distilbert	5547	NOT
en-de	distilbert	8701	NOT
en-de	distilbert	8825	NOT
en-de	distilbert	4339	NOT
en-de	distilbert	5	NOT
en-de	distilbert	6748	ERR
en-de	distilbert	6081	NOT
en-de	distilbert	8592	ERR
en-de	distilbert	5434	ERR
en-de	distilbert	3226	ERR
en-de	distilbert	1408	NOT
en-de	distilbert	3897	ERR
en-de	distilbert	7738	NOT
en-de	distilbert	8248	ERR
en-de	distilbert	4124	ERR
en-de	distilbert	1869	ERR
en-de	distilbert	7935	NOT
en-de	distilbert	1421	NOT
en-de	distilbert	7770	NOT
en-de	distilbert	7894	NOT
en-de	distilbert	5734	NOT
en-de	distilbert	2370	ERR
en-de	distilbert	3135	NOT
en-de	distilbert	8090	ERR
en-de	distilbert	4423	NOT
en-de	distilbert	4049	NOT
en-de	distilbert	4509	NOT
en-de	distilbert	6361	NOT
en-de	distilbert	6132	ERR
en-de	distilbert	4534	ERR
en-de	distilbert	8949	NOT
en-de	distilbert	9773	ERR
en-de	distilbert	2809	NOT
en-de	distilbert	9943	ERR
en-de	distilbert	5221	NOT
en-de	distilbert	6161	ERR
en-de	distilbert	2229	NOT
en-de	distilbert	3193	NOT
en-de	distilbert	3274	NOT
en-de	distilbert	6743	ERR
en-de	distilbert	5321	NOT
en-de	distilbert	8914	NOT
en-de	distilbert	8953	ERR
en-de	distilbert	8625	ERR
en-de	distilbert	7193	ERR
en-de	distilbert	3574	NOT
en-de	distilbert	7572	NOT
en-de	distilbert	4469	NOT
en-de	distilbert	9785	NOT
en-de	distilbert	1697	NOT
en-de	distilbert	4185	NOT
en-de	distilbert	8357	NOT
en-de	distilbert	2190	ERR
en-de	distilbert	4349	NOT
en-de	distilbert	1091	NOT
en-de	distilbert	3089	ERR
en-de	distilbert	742	ERR
en-de	distilbert	1785	NOT
en-de	distilbert	605	NOT
en-de	distilbert	2281	NOT
en-de	distilbert	9358	NOT
en-de	distilbert	1482	ERR
en-de	distilbert	4667	ERR
en-de	distilbert	6583	NOT
en-de	distilbert	1529	NOT
en-de	distilbert	6713	ERR
en-de	distilbert	2331	NOT
en-de	distilbert	8983	ERR
en-de	distilbert	7148	NOT
en-de	distilbert	1322	NOT
en-de	distilbert	4574	NOT
en-de	distilbert	3591	NOT
en-de	distilbert	9327	NOT
en-de	distilbert	5068	NOT
en-de	distilbert	6473	NOT
en-de	distilbert	1579	NOT
en-de	distilbert	1503	NOT
en-de	distilbert	4022	NOT
en-de	distilbert	9439	NOT
en-de	distilbert	1586	ERR
en-de	distilbert	6167	ERR
en-de	distilbert	9342	NOT
en-de	distilbert	9640	NOT
en-de	distilbert	6719	ERR
en-de	distilbert	7676	ERR
en-de	distilbert	8610	NOT
en-de	distilbert	6375	NOT
en-de	distilbert	551	NOT
en-de	distilbert	5180	NOT
en-de	distilbert	7906	NOT
en-de	distilbert	2587	NOT
en-de	distilbert	1709	NOT
en-de	distilbert	7705	NOT
en-de	distilbert	5606	NOT
en-de	distilbert	5141	NOT
en-de	distilbert	1610	ERR
en-de	distilbert	9589	ERR
en-de	distilbert	5159	ERR
en-de	distilbert	8121	NOT
en-de	distilbert	6582	NOT
en-de	distilbert	811	ERR
en-de	distilbert	4524	ERR
en-de	distilbert	6821	ERR
en-de	distilbert	4169	ERR
en-de	distilbert	722	NOT
en-de	distilbert	7818	NOT
en-de	distilbert	764	ERR
en-de	distilbert	1983	NOT
en-de	distilbert	8218	NOT
en-de	distilbert	9687	ERR
en-de	distilbert	9849	NOT
en-de	distilbert	7723	NOT
en-de	distilbert	8579	NOT
en-de	distilbert	4617	ERR
en-de	distilbert	8605	NOT
en-de	distilbert	7569	NOT
en-de	distilbert	989	NOT
en-de	distilbert	4110	ERR
en-de	distilbert	2665	ERR
en-de	distilbert	1103	NOT
en-de	distilbert	6673	NOT
en-de	distilbert	5895	NOT
en-de	distilbert	781	ERR
en-de	distilbert	6810	NOT
en-de	distilbert	6878	NOT
en-de	distilbert	4546	NOT
en-de	distilbert	5704	NOT
en-de	distilbert	8932	NOT
en-de	distilbert	7283	NOT
en-de	distilbert	9705	NOT
en-de	distilbert	1559	NOT
en-de	distilbert	1378	ERR
en-de	distilbert	6383	NOT
en-de	distilbert	4436	NOT
en-de	distilbert	987	NOT
en-de	distilbert	6817	ERR
en-de	distilbert	8555	NOT
en-de	distilbert	2844	NOT
en-de	distilbert	6729	NOT
en-de	distilbert	6013	NOT
en-de	distilbert	9298	ERR
en-de	distilbert	2047	NOT
en-de	distilbert	3422	NOT
